-1.66220e+00  -8.67750e-01
-1.67370e+00  -8.76000e-01
-1.65720e+00  -8.66050e-01
-1.66150e+00  -8.76250e-01
-1.65580e+00  -8.64700e-01
-1.64680e+00  -8.53150e-01
-1.66590e+00  -8.70200e-01
-1.67230e+00  -8.77350e-01
-1.66790e+00  -8.70350e-01
-1.67150e+00  -8.71150e-01
-1.67030e+00  -8.75150e-01
-1.67160e+00  -8.77050e-01
-1.68120e+00  -8.85050e-01
-1.67390e+00  -8.72500e-01
-1.66660e+00  -8.73950e-01
-1.65490e+00  -8.67000e-01
-1.67200e+00  -8.76400e-01
-1.67100e+00  -8.74250e-01
-1.65410e+00  -8.62800e-01
-1.67400e+00  -8.77200e-01
-1.66860e+00  -8.76500e-01
-1.66460e+00  -8.69600e-01
-1.67920e+00  -8.70050e-01
-1.66920e+00  -8.74000e-01
-1.67150e+00  -8.75050e-01
-1.67230e+00  -8.71400e-01
-1.67310e+00  -8.69950e-01
-1.65580e+00  -8.70450e-01
-1.65620e+00  -8.67000e-01
-1.66830e+00  -8.73000e-01
-1.65580e+00  -8.62550e-01
-1.66540e+00  -8.69600e-01
-1.67230e+00  -8.77050e-01
-1.66940e+00  -8.71850e-01
-1.67070e+00  -8.78000e-01
-1.66250e+00  -8.68950e-01
-1.65440e+00  -8.70250e-01
-1.65280e+00  -8.71800e-01
-1.66950e+00  -8.72350e-01
-1.64650e+00  -8.66050e-01
-1.65950e+00  -8.65000e-01
-1.66000e+00  -8.69100e-01
-1.64520e+00  -8.53400e-01
-1.67140e+00  -8.67500e-01
-1.66000e+00  -8.70050e-01
-1.66110e+00  -8.71750e-01
-1.67830e+00  -8.78250e-01
-1.65460e+00  -8.61050e-01
-1.67560e+00  -8.69650e-01
-1.66630e+00  -8.68900e-01
-1.65170e+00  -8.56150e-01
-1.66980e+00  -8.75050e-01
-1.67020e+00  -8.75600e-01
-1.64760e+00  -8.63700e-01
-1.65710e+00  -8.76600e-01
-1.65420e+00  -8.65100e-01
-1.66960e+00  -8.72600e-01
-1.64420e+00  -8.60350e-01
-1.66540e+00  -8.68700e-01
-1.66340e+00  -8.68950e-01
-1.66310e+00  -8.77300e-01
-1.66400e+00  -8.72250e-01
-1.66500e+00  -8.68450e-01
-1.66590e+00  -8.71600e-01
-1.65800e+00  -8.72500e-01
-1.66200e+00  -8.66500e-01
-1.66640e+00  -8.73350e-01
-1.66560e+00  -8.72350e-01
-1.66650e+00  -8.71300e-01
-1.64200e+00  -8.57800e-01
-1.64580e+00  -8.61800e-01
-1.67310e+00  -8.77350e-01
-1.65520e+00  -8.66400e-01
