-1.67930e+00  8.83150e-01
-1.67580e+00  8.72550e-01
-1.68040e+00  8.76500e-01
-1.66110e+00  8.72450e-01
-1.65280e+00  8.67550e-01
-1.66790e+00  8.77550e-01
-1.65460e+00  8.68650e-01
-1.67260e+00  8.74450e-01
-1.66990e+00  8.74850e-01
-1.66790e+00  8.64800e-01
-1.66400e+00  8.69150e-01
-1.66020e+00  8.61950e-01
-1.65870e+00  8.63250e-01
-1.66120e+00  8.65700e-01
-1.67750e+00  8.76200e-01
-1.65990e+00  8.67150e-01
-1.67330e+00  8.77050e-01
-1.66350e+00  8.71450e-01
-1.65970e+00  8.64400e-01
-1.65930e+00  8.65950e-01
-1.65180e+00  8.67000e-01
-1.65830e+00  8.67100e-01
-1.65650e+00  8.60100e-01
-1.67050e+00  8.73550e-01
-1.65050e+00  8.65800e-01
-1.66690e+00  8.73000e-01
-1.66540e+00  8.71400e-01
-1.65990e+00  8.67700e-01
-1.66090e+00  8.61850e-01
-1.64430e+00  8.57650e-01
-1.66190e+00  8.66000e-01
-1.65630e+00  8.70450e-01
-1.66680e+00  8.73400e-01
-1.65450e+00  8.59850e-01
-1.67130e+00  8.72650e-01
-1.65610e+00  8.67300e-01
-1.66270e+00  8.67150e-01
-1.67150e+00  8.74850e-01
-1.67450e+00  8.77200e-01
-1.66560e+00  8.72700e-01
-1.66550e+00  8.67950e-01
-1.65020e+00  8.57200e-01
-1.65430e+00  8.59750e-01
-1.65300e+00  8.61500e-01
-1.67060e+00  8.75150e-01
-1.66590e+00  8.71550e-01
-1.65610e+00  8.66400e-01
-1.65960e+00  8.70550e-01
-1.67360e+00  8.70050e-01
-1.64650e+00  8.61950e-01
-1.66050e+00  8.69100e-01
-1.63780e+00  8.58450e-01
-1.67390e+00  8.75100e-01
-1.66660e+00  8.68450e-01
-1.65680e+00  8.60850e-01
-1.66520e+00  8.70000e-01
-1.65930e+00  8.64500e-01
-1.65710e+00  8.69000e-01
-1.67470e+00  8.76650e-01
-1.66590e+00  8.74800e-01
-1.63730e+00  8.54200e-01
-1.65150e+00  8.64950e-01
-1.65260e+00  8.68800e-01
-1.66820e+00  8.70650e-01
-1.67220e+00  8.77500e-01
-1.65600e+00  8.63200e-01
